id_viagem,id_rota,id_veiculo,id_motorista,mes,km_rodado,retorno_vazio,volume_m3,custo_combustivel,custo_pedagio,custo_manutencao_rateado,faturamento_viagem
ROT-17-00157,ROT-17,VEI-030,MOT-26,2025-08-01,165.2,False,19.2,287.11,57.41,19.85,2116.14
ROT-17-00158,ROT-17,VEI-051,MOT-04,2025-08-01,165.0,False,24.5,317.09,25.74,17.26,2254.58
ROT-17-00159,ROT-17,VEI-042,MOT-03,2025-09-01,167.5,False,27.5,339.46,34.38,18.24,2029.42
ROT-17-00160,ROT-17,VEI-016,MOT-28,2025-06-01,165.6,False,24.6,312.71,28.84,14.31,2177.02
ROT-17-00161,ROT-17,VEI-060,MOT-25,2025-02-01,165.5,False,19.2,327.67,42.29,24.68,2075.25
ROT-17-00162,ROT-17,VEI-021,MOT-05,2025-08-01,169.8,False,24.1,346.81,57.76,18.24,2023.03
ROT-17-00163,ROT-17,VEI-055,MOT-08,2025-12-01,171.4,False,27.0,374.4,35.34,18.3,2248.42
ROT-17-00164,ROT-17,VEI-015,MOT-15,2025-01-01,163.9,False,27.3,308.88,54.53,17.08,1992.07
ROT-17-00165,ROT-17,VEI-002,MOT-27,2025-05-01,169.8,False,20.0,319.75,27.47,24.41,2210.31
ROT-17-00166,ROT-17,VEI-022,MOT-24,2025-11-01,169.5,False,25.5,365.98,30.6,15.87,2424.29
ROT-17-00167,ROT-17,VEI-053,MOT-22,2025-06-01,167.7,False,18.5,309.68,43.6,23.67,2146.64
ROT-17-00168,ROT-17,VEI-031,MOT-43,2025-05-01,170.5,False,24.1,322.54,35.69,16.67,2453.99
ROT-17-00169,ROT-17,VEI-004,MOT-03,2025-07-01,168.4,False,23.9,357.79,50.95,23.46,2177.26
ROT-17-00170,ROT-17,VEI-023,MOT-13,2025-11-01,168.6,False,23.8,339.51,27.12,17.27,2351.27
ROT-17-00171,ROT-17,VEI-055,MOT-28,2025-09-01,166.6,True,18.6,306.1,30.02,14.3,1342.89
ROT-17-00172,ROT-17,VEI-028,MOT-41,2025-07-01,168.4,False,19.4,330.21,55.92,17.48,2361.36
ROT-17-00173,ROT-17,VEI-049,MOT-32,2025-02-01,164.0,False,29.7,336.12,30.3,24.09,1949.58
ROT-17-00174,ROT-17,VEI-005,MOT-18,2025-04-01,168.7,False,21.4,327.39,34.57,21.76,1921.01
ROT-17-00175,ROT-17,VEI-008,MOT-10,2025-03-01,164.0,False,24.0,321.77,54.5,15.86,2275.47
ROT-17-00176,ROT-17,VEI-019,MOT-15,2025-07-01,166.2,False,25.1,352.34,45.47,15.93,2094.5
ROT-17-00177,ROT-17,VEI-011,MOT-15,2025-07-01,164.4,False,26.6,351.92,45.32,13.99,2164.02
ROT-17-00178,ROT-17,VEI-049,MOT-06,2025-10-01,166.3,False,27.1,318.34,53.33,21.18,2148.84
ROT-17-00179,ROT-17,VEI-008,MOT-37,2025-10-01,168.1,False,25.5,343.73,43.69,17.55,1946.22
ROT-17-00180,ROT-17,VEI-011,MOT-18,2025-06-01,163.4,False,19.2,326.22,43.59,15.9,1987.47
ROT-17-00181,ROT-17,VEI-032,MOT-24,2025-01-01,163.7,False,28.8,328.67,51.99,21.83,2085.41
ROT-17-00182,ROT-17,VEI-031,MOT-27,2025-03-01,165.6,False,24.6,278.45,55.58,16.17,1967.32
ROT-17-00183,ROT-17,VEI-021,MOT-01,2025-08-01,164.1,False,22.3,338.67,30.54,22.63,1997.41
ROT-17-00184,ROT-17,VEI-035,MOT-14,2025-04-01,168.5,False,29.1,354.27,50.13,19.28,2037.45
ROT-17-00185,ROT-17,VEI-057,MOT-45,2025-06-01,168.7,False,26.4,288.41,58.35,23.24,1987.31
ROT-17-00186,ROT-17,VEI-038,MOT-21,2025-05-01,172.0,False,21.6,347.14,38.91,22.55,2043.31
ROT-17-00187,ROT-17,VEI-004,MOT-35,2025-01-01,167.6,False,24.6,317.8,50.56,17.85,2225.86
ROT-17-00188,ROT-17,VEI-001,MOT-28,2025-09-01,171.9,False,18.6,351.21,40.18,19.6,2552.18
ROT-17-00189,ROT-17,VEI-060,MOT-14,2025-03-01,166.8,False,18.2,316.46,43.56,14.42,2344.76
ROT-17-00190,ROT-17,VEI-002,MOT-03,2025-10-01,168.3,False,19.1,338.54,56.37,15.02,2100.32
ROT-17-00191,ROT-17,VEI-028,MOT-17,2025-08-01,168.8,False,26.0,355.57,58.93,21.68,2264.51
ROT-17-00192,ROT-17,VEI-017,MOT-13,2025-01-01,166.6,False,21.0,352.57,57.38,23.21,2375.57
ROT-17-00193,ROT-17,VEI-026,MOT-09,2025-05-01,164.1,False,29.1,326.55,47.53,15.68,2016.08
ROT-17-00194,ROT-17,VEI-014,MOT-32,2025-02-01,164.4,False,19.9,377.99,28.82,19.49,2333.45
ROT-17-00195,ROT-17,VEI-010,MOT-10,2025-02-01,169.1,False,21.2,333.95,50.4,21.97,1887.46
ROT-17-00196,ROT-17,VEI-016,MOT-19,2025-01-01,168.4,False,27.1,384.04,39.01,22.49,2230.76
ROT-17-00197,ROT-17,VEI-010,MOT-06,2025-12-01,171.3,False,21.7,374.4,40.46,23.18,2171.23
ROT-17-00198,ROT-17,VEI-010,MOT-05,2025-07-01,166.8,False,27.0,336.94,42.45,13.63,1848.33
ROT-17-00199,ROT-17,VEI-034,MOT-09,2025-02-01,164.1,False,22.8,315.1,44.32,13.53,2192.09
ROT-17-00200,ROT-17,VEI-045,MOT-17,2025-09-01,163.7,False,26.9,325.86,43.83,14.02,1905.19
ROT-17-00201,ROT-17,VEI-024,MOT-41,2025-03-01,170.6,False,18.7,352.9,39.28,24.56,2350.7
ROT-17-00202,ROT-17,VEI-042,MOT-18,2025-03-01,165.5,False,29.8,312.07,37.14,16.87,1841.44
ROT-17-00203,ROT-17,VEI-002,MOT-21,2025-11-01,169.6,False,20.1,321.97,42.23,18.45,2276.15
ROT-17-00204,ROT-17,VEI-052,MOT-25,2025-10-01,165.2,False,20.1,328.28,47.65,21.84,2303.68
ROT-17-00205,ROT-17,VEI-009,MOT-18,2025-11-01,166.1,False,23.9,299.93,55.99,14.76,2460.22
ROT-17-00206,ROT-17,VEI-031,MOT-25,2025-03-01,172.9,False,29.5,312.98,49.45,23.69,2565.99
ROT-17-00207,ROT-17,VEI-018,MOT-39,2025-07-01,169.8,True,28.5,361.75,57.86,23.37,1387.68
ROT-17-00208,ROT-17,VEI-044,MOT-02,2025-11-01,168.5,False,22.2,340.59,50.46,22.71,2328.4
ROT-17-00209,ROT-17,VEI-008,MOT-22,2025-04-01,167.7,False,22.5,323.56,27.29,15.27,2168.91
ROT-17-00210,ROT-17,VEI-026,MOT-05,2025-05-01,166.0,False,28.2,321.65,39.58,16.64,2489.72
ROT-17-00211,ROT-17,VEI-059,MOT-08,2025-11-01,166.2,False,22.4,332.77,29.78,14.53,2369.95
ROT-17-00212,ROT-17,VEI-037,MOT-27,2025-08-01,166.6,False,19.8,343.72,32.01,22.45,2090.26
ROT-17-00213,ROT-17,VEI-045,MOT-26,2025-10-01,169.8,False,29.4,360.67,35.8,17.66,2349.18
ROT-17-00214,ROT-17,VEI-031,MOT-30,2025-08-01,167.3,False,20.4,344.94,53.24,17.16,2273.83
ROT-17-00215,ROT-17,VEI-039,MOT-23,2025-10-01,166.4,False,20.9,342.97,29.69,24.41,2466.25
ROT-17-00216,ROT-17,VEI-041,MOT-20,2025-05-01,163.5,False,28.6,363.41,45.85,20.17,2338.65
ROT-17-00217,ROT-17,VEI-055,MOT-15,2025-03-01,163.2,False,22.5,310.77,27.47,22.58,2189.07
ROT-17-00218,ROT-17,VEI-020,MOT-08,2025-10-01,169.1,False,19.1,331.91,53.84,25.04,2165.82
ROT-17-00219,ROT-17,VEI-050,MOT-25,2025-09-01,172.2,False,21.1,322.6,56.68,24.63,2332.71
ROT-17-00220,ROT-17,VEI-031,MOT-19,2025-12-01,169.0,False,22.5,342.7,53.92,19.09,2156.05
ROT-17-00221,ROT-17,VEI-032,MOT-16,2025-06-01,171.2,False,24.7,348.1,52.68,23.21,2425.46
ROT-17-00222,ROT-17,VEI-029,MOT-03,2025-09-01,168.9,False,18.9,318.21,48.72,23.99,2141.1
ROT-17-00223,ROT-17,VEI-048,MOT-39,2025-05-01,167.2,False,25.5,364.2,39.55,14.71,2045.19
ROT-17-00224,ROT-17,VEI-011,MOT-29,2025-12-01,166.3,False,23.4,381.38,39.35,18.89,2121.94
ROT-17-00225,ROT-17,VEI-030,MOT-32,2025-11-01,165.9,False,25.4,321.34,57.7,14.29,1885.36
ROT-17-00226,ROT-17,VEI-056,MOT-20,2025-04-01,163.8,False,27.9,330.53,25.58,23.62,1901.33
ROT-17-00227,ROT-17,VEI-019,MOT-15,2025-03-01,171.0,False,25.9,355.81,48.09,22.46,2424.19
ROT-17-00228,ROT-17,VEI-001,MOT-15,2025-04-01,163.8,False,29.7,303.84,27.95,15.22,2425.02
ROT-17-00229,ROT-17,VEI-018,MOT-20,2025-10-01,169.3,False,24.3,354.28,29.2,17.25,1936.83
ROT-17-00230,ROT-17,VEI-047,MOT-19,2025-03-01,169.1,False,22.1,357.92,29.54,13.96,2380.11
ROT-17-00231,ROT-17,VEI-025,MOT-25,2025-03-01,170.5,False,26.8,321.76,31.22,21.38,1979.3
ROT-17-00232,ROT-17,VEI-050,MOT-01,2025-05-01,168.0,False,27.9,342.35,49.78,20.78,2265.16
ROT-17-00233,ROT-17,VEI-040,MOT-10,2025-11-01,165.4,False,24.0,301.27,33.15,19.52,2006.19
ROT-17-00234,ROT-17,VEI-037,MOT-28,2025-04-01,164.0,False,22.3,342.92,48.41,22.28,2333.6
ROT-17-00235,ROT-17,VEI-007,MOT-38,2025-03-01,168.1,False,22.6,338.72,52.23,13.52,2176.36
ROT-17-00236,ROT-17,VEI-038,MOT-16,2025-06-01,172.2,False,18.4,334.66,28.2,18.21,2080.71
ROT-17-00237,ROT-17,VEI-055,MOT-37,2025-01-01,172.8,False,23.2,344.29,37.41,14.83,2505.44
ROT-17-00238,ROT-17,VEI-015,MOT-25,2025-09-01,164.8,False,25.6,308.67,57.51,21.9,1903.13
ROT-17-00239,ROT-17,VEI-037,MOT-36,2025-02-01,171.2,False,28.8,312.35,58.84,18.78,1972.87
ROT-17-00240,ROT-17,VEI-060,MOT-11,2025-06-01,170.4,False,23.8,384.78,44.48,24.72,2211.06
ROT-17-00241,ROT-17,VEI-003,MOT-43,2025-09-01,163.7,False,26.8,311.49,55.73,23.31,2033.01
ROT-17-00242,ROT-17,VEI-024,MOT-30,2025-03-01,165.1,False,25.3,310.02,50.98,23.72,2397.49
ROT-17-00243,ROT-17,VEI-055,MOT-24,2025-02-01,171.2,False,25.4,333.57,30.37,15.85,2339.25
ROT-17-00244,ROT-17,VEI-023,MOT-05,2025-08-01,164.7,False,20.9,341.3,43.37,13.57,1982.23
ROT-17-00245,ROT-17,VEI-053,MOT-41,2025-12-01,168.3,False,20.7,300.7,32.91,20.2,1917.89
ROT-17-00246,ROT-17,VEI-044,MOT-30,2025-08-01,171.6,False,27.0,313.65,56.13,22.22,2536.45
ROT-17-00247,ROT-17,VEI-043,MOT-42,2025-06-01,164.7,False,20.6,296.61,51.85,18.61,2372.15
ROT-17-00248,ROT-17,VEI-016,MOT-09,2025-06-01,163.0,False,29.3,352.7,56.88,16.02,1883.14
ROT-17-00249,ROT-17,VEI-030,MOT-42,2025-02-01,171.1,False,21.8,365.0,45.96,16.39,2199.68
ROT-17-00250,ROT-17,VEI-060,MOT-32,2025-05-01,168.2,False,24.5,337.79,48.91,21.44,1939.13
ROT-17-00251,ROT-17,VEI-053,MOT-10,2025-01-01,167.1,False,28.5,365.14,31.45,24.92,2103.28
ROT-17-00252,ROT-17,VEI-037,MOT-38,2025-06-01,164.6,False,19.8,283.61,36.33,14.1,2370.91
ROT-17-00253,ROT-17,VEI-051,MOT-33,2025-12-01,165.7,False,29.5,336.78,32.65,15.2,2109.79
ROT-17-00254,ROT-17,VEI-060,MOT-39,2025-01-01,164.1,False,20.3,338.18,49.08,21.43,2260.02
ROT-17-00255,ROT-17,VEI-054,MOT-44,2025-06-01,168.7,False,23.6,388.38,57.78,19.99,1897.22
ROT-17-00256,ROT-17,VEI-037,MOT-42,2025-12-01,163.6,False,28.3,329.04,40.09,22.62,2175.46
ROT-17-00257,ROT-17,VEI-058,MOT-44,2025-12-01,164.0,False,25.3,320.66,44.84,17.47,2074.74
ROT-17-00258,ROT-17,VEI-047,MOT-44,2025-06-01,168.7,False,22.8,288.84,33.18,13.73,2307.37
ROT-17-00259,ROT-17,VEI-051,MOT-19,2025-09-01,171.1,False,20.4,423.61,41.81,20.12,1933.92
ROT-17-00260,ROT-17,VEI-033,MOT-17,2025-11-01,170.0,False,29.1,364.28,52.98,20.97,2464.31
ROT-17-00261,ROT-17,VEI-032,MOT-07,2025-02-01,172.8,False,26.0,329.31,58.16,25.02,2387.34
ROT-17-00262,ROT-17,VEI-021,MOT-22,2025-08-01,165.8,False,24.6,335.63,34.84,22.41,2069.45
ROT-17-00263,ROT-17,VEI-008,MOT-02,2025-02-01,173.0,False,29.8,345.81,39.38,25.27,2556.25
ROT-17-00264,ROT-17,VEI-019,MOT-08,2025-01-01,166.5,False,26.8,315.54,40.96,23.95,2197.6
ROT-17-00265,ROT-17,VEI-022,MOT-26,2025-03-01,171.6,False,25.3,334.11,26.18,16.58,2034.04
ROT-17-00266,ROT-17,VEI-057,MOT-41,2025-06-01,163.3,False,25.6,329.12,34.78,16.99,2204.35
ROT-17-00267,ROT-17,VEI-037,MOT-18,2025-01-01,168.6,False,26.8,302.17,33.88,21.13,2150.66
ROT-17-00268,ROT-17,VEI-025,MOT-45,2025-01-01,171.4,False,27.0,343.33,35.91,23.14,2401.84
ROT-17-00269,ROT-17,VEI-017,MOT-22,2025-06-01,164.5,False,29.6,370.91,26.77,22.71,1884.47
ROT-17-00270,ROT-17,VEI-016,MOT-35,2025-04-01,169.6,False,20.8,346.13,34.6,24.18,2000.5
ROT-17-00271,ROT-17,VEI-012,MOT-13,2025-03-01,168.1,False,26.3,337.08,58.12,16.15,2371.28
ROT-17-00272,ROT-17,VEI-018,MOT-10,2025-01-01,165.1,False,29.8,352.92,43.82,22.58,2190.37
ROT-17-00273,ROT-17,VEI-017,MOT-06,2025-10-01,172.3,False,24.9,354.42,32.3,23.9,2249.86
ROT-17-00274,ROT-17,VEI-006,MOT-02,2025-04-01,167.7,False,23.7,322.12,41.27,13.7,1917.7
ROT-17-00275,ROT-17,VEI-018,MOT-12,2025-03-01,167.5,False,28.2,335.86,39.85,16.44,2296.98
ROT-17-00276,ROT-17,VEI-030,MOT-15,2025-08-01,166.2,False,21.1,333.16,31.38,19.6,2223.03
ROT-17-00277,ROT-17,VEI-027,MOT-13,2025-07-01,172.0,False,27.0,343.88,51.94,13.85,2256.96
ROT-17-00278,ROT-17,VEI-052,MOT-35,2025-04-01,165.9,False,25.5,289.47,27.97,24.24,2475.61
ROT-17-00279,ROT-17,VEI-043,MOT-04,2025-06-01,168.8,False,23.7,375.78,26.39,19.26,2176.59
ROT-17-00280,ROT-17,VEI-002,MOT-02,2025-01-01,165.8,False,18.8,335.5,34.97,22.6,1914.71
ROT-17-00281,ROT-17,VEI-052,MOT-39,2025-08-01,163.4,False,23.4,355.72,53.81,23.96,1910.41
ROT-17-00282,ROT-17,VEI-008,MOT-20,2025-06-01,164.2,False,24.6,361.94,55.78,22.74,2185.3
ROT-17-00283,ROT-17,VEI-001,MOT-26,2025-10-01,170.2,False,29.5,342.42,26.8,20.34,2058.68
ROT-17-00284,ROT-17,VEI-056,MOT-05,2025-10-01,172.8,False,18.2,365.21,42.93,22.22,1959.68
ROT-17-00285,ROT-17,VEI-003,MOT-37,2025-09-01,170.2,True,27.6,325.05,58.41,22.74,1093.26
ROT-17-00286,ROT-17,VEI-014,MOT-18,2025-08-01,164.3,False,19.9,315.15,47.62,20.77,1920.1
ROT-17-00287,ROT-17,VEI-005,MOT-15,2025-11-01,166.4,False,21.7,348.05,28.65,24.81,2067.9
ROT-17-00288,ROT-17,VEI-033,MOT-43,2025-11-01,171.9,False,24.0,346.83,44.23,23.28,2026.44
ROT-17-00289,ROT-17,VEI-040,MOT-30,2025-06-01,166.4,False,21.3,330.81,43.05,21.46,2124.8
ROT-17-00290,ROT-17,VEI-044,MOT-04,2025-04-01,168.7,False,26.0,374.25,38.28,19.73,2416.0
ROT-17-00291,ROT-17,VEI-020,MOT-05,2025-07-01,167.1,False,23.9,329.17,47.32,14.94,2443.15
ROT-17-00292,ROT-17,VEI-039,MOT-41,2025-09-01,163.9,False,21.3,341.79,52.15,19.09,1903.17
ROT-17-00293,ROT-17,VEI-009,MOT-05,2025-12-01,166.4,False,21.5,315.01,53.8,18.63,1848.24
ROT-17-00294,ROT-17,VEI-042,MOT-41,2025-02-01,164.8,False,24.2,338.32,48.07,21.03,1973.23
ROT-17-00295,ROT-17,VEI-038,MOT-19,2025-04-01,172.4,False,22.4,340.45,26.7,25.67,2063.76
ROT-17-00296,ROT-17,VEI-008,MOT-14,2025-06-01,167.2,False,23.3,339.07,29.51,14.29,2094.29
ROT-17-00297,ROT-17,VEI-058,MOT-25,2025-08-01,165.2,False,18.9,308.77,49.22,14.73,2249.47
ROT-17-00298,ROT-17,VEI-029,MOT-13,2025-02-01,169.5,False,19.5,368.27,29.51,15.51,2379.41
ROT-17-00299,ROT-17,VEI-009,MOT-38,2025-02-01,164.9,False,24.0,278.86,50.36,15.99,2063.13
ROT-17-00300,ROT-17,VEI-030,MOT-38,2025-03-01,165.4,True,29.3,312.7,53.84,14.08,1198.42
ROT-17-00301,ROT-17,VEI-049,MOT-18,2025-03-01,167.7,False,20.0,307.48,54.99,21.89,2103.7
ROT-17-00302,ROT-17,VEI-052,MOT-19,2025-10-01,163.3,False,18.0,366.01,40.93,22.81,2062.58
ROT-17-00303,ROT-17,VEI-041,MOT-06,2025-10-01,163.6,False,26.0,371.37,55.3,14.22,1911.1
ROT-17-00304,ROT-17,VEI-019,MOT-42,2025-11-01,165.0,False,27.8,338.51,29.47,14.11,2013.73
ROT-17-00305,ROT-17,VEI-055,MOT-44,2025-01-01,172.8,False,19.8,379.53,43.62,19.86,2485.47
ROT-17-00306,ROT-17,VEI-052,MOT-07,2025-08-01,171.3,False,18.8,333.13,34.53,19.82,2177.25
ROT-17-00307,ROT-17,VEI-008,MOT-09,2025-01-01,169.5,False,27.1,324.12,27.14,21.61,1877.26
ROT-17-00308,ROT-17,VEI-027,MOT-09,2025-11-01,165.4,False,20.8,346.29,33.3,18.2,2193.73
ROT-17-00309,ROT-17,VEI-028,MOT-02,2025-04-01,164.7,False,24.4,312.07,46.58,17.38,1876.29
ROT-17-00310,ROT-17,VEI-058,MOT-11,2025-06-01,165.9,False,18.2,347.37,28.39,18.06,2333.99
ROT-17-00311,ROT-17,VEI-015,MOT-25,2025-09-01,168.9,False,25.2,343.15,41.04,21.21,2202.2
ROT-17-00312,ROT-17,VEI-008,MOT-37,2025-03-01,163.3,False,19.9,305.03,30.07,20.54,1849.9
ROT-17-00313,ROT-17,VEI-046,MOT-41,2025-12-01,168.6,False,21.2,326.73,39.57,17.94,2419.2
ROT-17-00314,ROT-17,VEI-007,MOT-39,2025-01-01,167.3,False,25.3,364.01,25.31,14.94,2012.23
ROT-17-00315,ROT-17,VEI-044,MOT-42,2025-12-01,170.9,False,24.2,303.54,47.19,16.79,1941.01
ROT-17-00316,ROT-17,VEI-041,MOT-30,2025-10-01,167.1,False,21.7,323.91,37.71,15.4,2153.76
ROT-17-00317,ROT-17,VEI-010,MOT-27,2025-05-01,165.9,False,25.2,293.1,50.42,24.35,2247.97
ROT-17-00318,ROT-17,VEI-018,MOT-26,2025-04-01,167.6,False,21.3,289.64,58.66,21.29,2240.36
ROT-17-00319,ROT-17,VEI-006,MOT-44,2025-12-01,170.1,False,18.5,317.9,41.06,20.82,1899.82
ROT-17-00320,ROT-17,VEI-010,MOT-03,2025-10-01,166.3,False,19.9,352.97,36.65,17.18,2450.61
ROT-17-00321,ROT-17,VEI-043,MOT-21,2025-12-01,165.4,False,18.6,326.44,51.39,15.49,2189.39
ROT-17-00322,ROT-17,VEI-030,MOT-33,2025-03-01,170.9,False,20.7,322.9,53.77,25.23,2130.25
ROT-17-00323,ROT-17,VEI-049,MOT-27,2025-05-01,166.1,False,23.6,361.2,34.0,19.51,2260.28
ROT-17-00324,ROT-17,VEI-010,MOT-38,2025-04-01,164.0,False,26.2,331.45,27.34,21.67,2264.03
ROT-17-00325,ROT-17,VEI-032,MOT-39,2025-01-01,165.2,False,19.0,315.63,29.73,21.07,2383.73
ROT-17-00326,ROT-17,VEI-027,MOT-41,2025-02-01,170.2,False,23.9,346.39,30.9,18.69,2125.98
ROT-17-00327,ROT-17,VEI-023,MOT-40,2025-11-01,172.2,False,25.5,346.12,30.69,21.76,2290.92
ROT-17-00328,ROT-17,VEI-055,MOT-24,2025-12-01,163.9,False,19.8,349.11,56.93,24.12,1993.72
ROT-17-00329,ROT-17,VEI-053,MOT-42,2025-01-01,163.0,False,24.1,300.0,46.15,16.27,1854.82
ROT-17-00330,ROT-17,VEI-026,MOT-16,2025-01-01,164.8,False,24.0,334.9,31.57,19.45,2374.31
ROT-17-00331,ROT-17,VEI-027,MOT-38,2025-08-01,171.0,False,23.5,326.64,27.18,24.59,2562.56
ROT-17-00332,ROT-17,VEI-049,MOT-27,2025-05-01,172.6,False,28.2,324.06,34.88,14.03,1991.21
ROT-17-00333,ROT-17,VEI-058,MOT-17,2025-09-01,172.3,False,29.8,326.29,43.38,17.76,1906.36
ROT-17-00334,ROT-17,VEI-012,MOT-15,2025-11-01,165.2,False,21.3,352.8,30.28,16.92,2074.33
ROT-17-00335,ROT-17,VEI-059,MOT-11,2025-09-01,163.4,False,21.1,365.93,26.35,24.27,2299.44
ROT-17-00336,ROT-17,VEI-008,MOT-44,2025-07-01,169.4,False,24.8,328.66,51.56,17.94,1918.36
ROT-17-00337,ROT-17,VEI-030,MOT-40,2025-05-01,168.5,False,20.3,313.9,51.46,20.6,2328.95
ROT-17-00338,ROT-17,VEI-058,MOT-45,2025-06-01,165.4,False,26.3,330.17,51.91,23.31,1987.03
ROT-17-00339,ROT-17,VEI-008,MOT-14,2025-12-01,167.3,False,28.2,366.94,55.26,16.5,2207.42
ROT-17-00340,ROT-17,VEI-032,MOT-30,2025-07-01,168.0,False,28.3,324.31,39.95,24.73,2154.51
ROT-17-00341,ROT-17,VEI-037,MOT-42,2025-11-01,166.6,False,24.5,344.11,46.47,21.18,2162.28
ROT-17-00342,ROT-17,VEI-038,MOT-29,2025-06-01,171.4,False,22.5,350.84,49.31,13.83,2228.59
ROT-17-00343,ROT-17,VEI-027,MOT-44,2025-02-01,168.7,False,22.3,300.76,48.8,22.65,2141.73
ROT-17-00344,ROT-17,VEI-001,MOT-10,2025-01-01,169.4,False,21.7,324.54,25.73,18.58,2201.53
ROT-17-00345,ROT-17,VEI-034,MOT-23,2025-11-01,171.2,False,26.0,299.61,42.06,17.81,2056.79
ROT-17-00346,ROT-17,VEI-058,MOT-11,2025-11-01,170.9,False,22.0,376.01,29.33,16.57,1958.2
ROT-17-00347,ROT-17,VEI-025,MOT-45,2025-06-01,171.3,False,18.7,322.87,52.1,13.71,2380.03
ROT-17-00348,ROT-17,VEI-060,MOT-34,2025-11-01,172.4,False,29.1,335.74,52.5,14.95,1975.48
ROT-17-00349,ROT-17,VEI-052,MOT-28,2025-12-01,165.4,False,28.1,333.73,28.48,24.25,1931.09
ROT-17-00350,ROT-17,VEI-011,MOT-11,2025-08-01,169.6,False,18.1,314.83,29.16,14.08,2516.44
ROT-17-00351,ROT-17,VEI-054,MOT-27,2025-10-01,166.6,False,20.2,326.6,44.84,19.11,2036.43
ROT-17-00352,ROT-17,VEI-033,MOT-39,2025-03-01,169.7,False,22.6,340.84,44.55,15.97,2265.37
ROT-17-00353,ROT-17,VEI-023,MOT-03,2025-11-01,168.8,False,20.9,318.96,58.67,18.11,2403.31
ROT-17-00354,ROT-17,VEI-051,MOT-25,2025-05-01,172.9,False,20.4,318.43,42.38,25.41,2116.07
ROT-17-00355,ROT-17,VEI-035,MOT-03,2025-04-01,163.4,False,28.5,316.56,36.86,19.58,1911.89
ROT-17-00356,ROT-17,VEI-034,MOT-20,2025-12-01,169.9,False,20.1,348.12,42.93,25.25,1959.92
ROT-17-00357,ROT-17,VEI-023,MOT-29,2025-04-01,166.4,False,24.8,325.91,43.35,23.05,1912.67
ROT-17-00358,ROT-17,VEI-015,MOT-14,2025-02-01,170.1,False,25.3,338.25,43.21,19.73,2119.98
ROT-17-00359,ROT-17,VEI-022,MOT-24,2025-08-01,170.9,False,24.9,296.88,43.55,21.63,2102.66
ROT-17-00360,ROT-17,VEI-010,MOT-31,2025-07-01,171.4,False,22.8,339.06,37.07,19.84,2050.27
ROT-17-00361,ROT-17,VEI-025,MOT-07,2025-04-01,172.3,False,19.7,303.38,37.19,13.87,2501.07
ROT-17-00362,ROT-17,VEI-051,MOT-03,2025-05-01,167.6,False,27.4,362.64,31.03,22.76,2007.96
ROT-17-00363,ROT-17,VEI-023,MOT-20,2025-10-01,172.6,False,18.1,366.27,59.16,18.25,2221.34
ROT-17-00364,ROT-17,VEI-049,MOT-09,2025-09-01,172.6,False,27.6,409.51,58.33,24.35,2322.81
ROT-17-00365,ROT-17,VEI-012,MOT-03,2025-09-01,166.5,True,27.4,390.47,36.68,17.32,1022.71
ROT-17-00366,ROT-17,VEI-026,MOT-19,2025-09-01,167.1,False,27.6,314.51,44.88,24.87,2370.54
ROT-17-00367,ROT-17,VEI-009,MOT-37,2025-07-01,170.8,False,30.0,336.2,29.68,20.57,2220.63
ROT-17-00368,ROT-17,VEI-001,MOT-17,2025-08-01,173.0,False,26.9,354.75,36.22,20.28,2540.96
ROT-17-00369,ROT-17,VEI-025,MOT-42,2025-04-01,167.8,False,29.4,353.42,51.21,24.72,1977.56
ROT-17-00370,ROT-17,VEI-012,MOT-07,2025-11-01,163.2,False,29.0,347.77,27.33,13.49,2192.39
ROT-17-00371,ROT-17,VEI-011,MOT-44,2025-08-01,171.9,False,21.8,342.19,36.39,24.62,2176.87
ROT-17-00372,ROT-17,VEI-011,MOT-34,2025-12-01,163.6,False,23.2,306.52,55.12,16.81,2286.12
ROT-17-00373,ROT-17,VEI-047,MOT-03,2025-11-01,164.3,False,18.2,322.78,52.6,23.92,2072.47
ROT-17-00374,ROT-17,VEI-050,MOT-15,2025-06-01,169.4,False,25.8,309.24,39.56,25.05,2265.31
ROT-17-00375,ROT-17,VEI-020,MOT-29,2025-04-01,163.8,False,29.3,310.65,26.85,21.06,2373.5
ROT-17-00376,ROT-17,VEI-054,MOT-15,2025-05-01,171.6,False,30.0,313.78,26.76,25.49,1935.31
ROT-17-00377,ROT-17,VEI-036,MOT-13,2025-04-01,163.8,False,20.9,347.04,30.98,16.73,1870.48
ROT-17-00378,ROT-17,VEI-026,MOT-42,2025-09-01,172.7,False,23.8,346.51,33.48,19.95,2432.36
ROT-17-00379,ROT-17,VEI-047,MOT-10,2025-04-01,166.5,False,23.3,308.36,48.23,19.37,2095.76
ROT-17-00380,ROT-17,VEI-052,MOT-03,2025-05-01,168.0,False,22.9,388.2,55.54,23.26,2410.17
ROT-17-00381,ROT-17,VEI-027,MOT-24,2025-12-01,167.5,False,30.0,331.12,53.67,18.59,1914.81
ROT-17-00382,ROT-17,VEI-026,MOT-42,2025-07-01,169.6,False,28.3,377.33,42.25,15.41,1940.79
ROT-17-00383,ROT-17,VEI-031,MOT-37,2025-05-01,164.2,False,23.2,356.53,40.51,15.76,1933.97
ROT-17-00384,ROT-17,VEI-033,MOT-01,2025-07-01,166.7,False,18.5,352.28,53.57,14.34,1973.87
